[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/001-hvr-refinement-repo-analysis | .opencode/specs/00--ai-systems-non-dev/001-global-shared/001-hvr-refinement-repo-analysis/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/001-hvr-refinement-repo-analysis | .opencode/specs/00--ai-systems-non-dev/001-global-shared/001-hvr-refinement-repo-analysis/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/003-hvr-refinement-repo-analysis | .opencode/specs/00--ai-systems-non-dev/001-global-shared/003-hvr-refinement-repo-analysis/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/003-hvr-refinement-repo-analysis | .opencode/specs/00--ai-systems-non-dev/001-global-shared/003-hvr-refinement-repo-analysis/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/004-hvr-multi-lingual | .opencode/specs/00--ai-systems-non-dev/001-global-shared/004-hvr-multi-lingual/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/004-hvr-multi-lingual | .opencode/specs/00--ai-systems-non-dev/001-global-shared/004-hvr-multi-lingual/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/005-routing-review | .opencode/specs/00--ai-systems-non-dev/001-global-shared/005-routing-review/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/001-global-shared/005-routing-review | .opencode/specs/00--ai-systems-non-dev/001-global-shared/005-routing-review/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/002-sales-communication-flows/001-initial-creation | .opencode/specs/00--ai-systems-non-dev/002-sales-communication-flows/001-initial-creation/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/002-sales-communication-flows/001-initial-creation | .opencode/specs/00--ai-systems-non-dev/002-sales-communication-flows/001-initial-creation/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/003-sales-process-automation/001-initial-creation | .opencode/specs/00--ai-systems-non-dev/003-sales-process-automation/001-initial-creation/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/003-sales-process-automation/001-initial-creation | .opencode/specs/00--ai-systems-non-dev/003-sales-process-automation/001-initial-creation/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/004-prompt-improver/001-content-submission | .opencode/specs/00--ai-systems-non-dev/004-prompt-improver/001-content-submission/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/004-prompt-improver/001-content-submission | .opencode/specs/00--ai-systems-non-dev/004-prompt-improver/001-content-submission/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 00--ai-systems-non-dev/005-sales-direct-communication/001-speed-of-execution | .opencode/specs/00--ai-systems-non-dev/005-sales-direct-communication/001-speed-of-execution/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 00--ai-systems-non-dev/005-sales-direct-communication/001-speed-of-execution | .opencode/specs/00--ai-systems-non-dev/005-sales-direct-communication/001-speed-of-execution/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/029-anobel-performance-analysis | .opencode/specs/01--anobel.com/029-anobel-performance-analysis/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/029-anobel-performance-analysis | .opencode/specs/01--anobel.com/029-anobel-performance-analysis/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/030-label-product-content-attr | .opencode/specs/01--anobel.com/030-label-product-content-attr/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/030-label-product-content-attr | .opencode/specs/01--anobel.com/030-label-product-content-attr/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/031-fix-download-btn-transition-glitch | .opencode/specs/01--anobel.com/031-fix-download-btn-transition-glitch/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/031-fix-download-btn-transition-glitch | .opencode/specs/01--anobel.com/031-fix-download-btn-transition-glitch/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/032-cloudflare-r2-migration | .opencode/specs/01--anobel.com/032-cloudflare-r2-migration/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/032-cloudflare-r2-migration | .opencode/specs/01--anobel.com/032-cloudflare-r2-migration/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/033-form-upload-issues | .opencode/specs/01--anobel.com/033-form-upload-issues/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/033-form-upload-issues | .opencode/specs/01--anobel.com/033-form-upload-issues/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/034-form-bot-problem | .opencode/specs/01--anobel.com/034-form-bot-problem/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/034-form-bot-problem | .opencode/specs/01--anobel.com/034-form-bot-problem/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/035-hero-contact-success | .opencode/specs/01--anobel.com/035-hero-contact-success/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/035-hero-contact-success | .opencode/specs/01--anobel.com/035-hero-contact-success/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/z_archive/001-finsweet-performance | .opencode/specs/01--anobel.com/z_archive/001-finsweet-performance/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/z_archive/001-finsweet-performance | .opencode/specs/01--anobel.com/z_archive/001-finsweet-performance/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/z_archive/002-tab-menu-border-fix | .opencode/specs/01--anobel.com/z_archive/002-tab-menu-border-fix/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/z_archive/002-tab-menu-border-fix | .opencode/specs/01--anobel.com/z_archive/002-tab-menu-border-fix/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/z_archive/003-btn-download-alignment | .opencode/specs/01--anobel.com/z_archive/003-btn-download-alignment/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
[CRITICAL] | 01--anobel.com/z_archive/003-btn-download-alignment | .opencode/specs/01--anobel.com/z_archive/003-btn-download-alignment/description.json | Missing or empty required field `title` | Add non-empty `title` to description.json
[CRITICAL] | 01--anobel.com/z_archive/004-table-of-content/001-toc-scrollspy | .opencode/specs/01--anobel.com/z_archive/004-table-of-content/001-toc-scrollspy/description.json | Missing or empty required field `status` | Add non-empty `status` to description.json
