.codex/AGENTS.md	agents-md
.cursor/rules/skill-routing.md	agents-md
.skilled/commands/create/assets/tests/fixtures/emitted-name-contract.json	recorded-fixture
.skilled/commands/scripts/fixtures/broken-command-refs.yaml	recorded-fixture
.skilled/hooks/git-hooks-check/README.md	git-hook-readmes
.skilled/hooks/git/README.md	git-hook-readmes
.skilled/scripts/git-hooks/README.md	git-hook-readmes
.skilled/scripts/git-hooks/lib/README.md	git-hook-readmes
.skilled/skills/sk-design/sk-design-diagram/scripts/tests/fixtures/design-md-sample.html	recorded-fixture
.skilled/skills/system-deep-loop/deep-improvement/test-fixtures/060-stress-test/.codex/agents/cp-improve-target.toml	recorded-fixture
.skilled/skills/system-deep-loop/deep-review/scripts/tests/fixtures/blocked-stop-session/review/deep-review-config.json	recorded-fixture
.skilled/skills/system-deep-loop/deep-review/scripts/tests/fixtures/blocked-stop-session/review/deep-review-state.jsonl	recorded-fixture
.skilled/skills/system-deep-loop/runtime/tests/fixtures/council-value/seed-helpers.ts	recorded-fixture
.skilled/skills/system-skill-advisor/runtime/tests/fixtures/lifecycle/index.ts	recorded-fixture
.skilled/skills/system-spec-kit/feature-catalog/tooling-and-scripts/canonical-first-spec-root-resolution.md	spec-root-docs
.skilled/skills/system-spec-kit/manual-testing-playbook/tooling-and-scripts/canonical-first-spec-root-resolution.md	spec-root-docs
.skilled/skills/system-spec-kit/runtime/cli/references/spec-root-alias-retirement-runbook.md	spec-root-docs
.skilled/skills/system-spec-kit/runtime/cli/retrieval/fixtures/daemon-off-proof.json	captured-once
.skilled/skills/system-spec-kit/runtime/cli/retrieval/fixtures/latency-report.json	captured-once
.skilled/skills/system-spec-kit/runtime/cli/retrieval/fixtures/recipe-execution.json	captured-once
.skilled/skills/system-spec-kit/runtime/cli/retrieval/fixtures/residue-allowlist.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/retrieval/fixtures/semantic-probes.json	captured-once
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/manual-playbook-fixture.js	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/manual-playbook-fixture.ts	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC1-truncation.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC3-happy-path.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC3-path-fragment.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC3-standalone-stopwords.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC3-suspicious-prefix.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC3-synthetic-bigrams.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC4-importance-tier.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-AC6-provenance.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-DUP-001-trigger-cluster.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-DUP-002a-blank-observation-titles.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-DUP-002b-proposition-overlap.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-DUP-003-canonical-trigger.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/cli/tests/fixtures/memory-quality/F-DUP-004b-last-clipping.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/tests/description/fixtures/017-002-cluster-consumers.description.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/tests/fixtures/golden-queries.json	recorded-fixture
.skilled/skills/system-spec-kit/runtime/tests/fixtures/hooks/session-stop-replay.jsonl	recorded-fixture
AGENTS.md	agents-md
