.github/workflows/advisory-checks.yml	005
.github/workflows/agent-mirror-sync.yml	005
.github/workflows/changed-packet-validation.yml	005
.github/workflows/chart-corpus.yml	005
.github/workflows/command-tree-parity.yml	005
.github/workflows/comment-hygiene.yml	005
.github/workflows/diagram-corpus.yml	005
.github/workflows/dispatch-enforcement-guard.yml	005
.github/workflows/gate-inputs.yml	005
.github/workflows/markdown-link-integrity.yml	005
.github/workflows/naming-standard-guard.yml	005
.github/workflows/playbook-operator-contract.yml	005
.github/workflows/prompt-card-sync.yml	005
.github/workflows/repo-rules-corpus.yml	005
.github/workflows/routing-registry-drift.yml	005
.github/workflows/rule-canary-sync.yml	005
.github/workflows/runtime-no-spec-import.yml	005
.github/workflows/skill-doc-frontmatter.yml	005
.github/workflows/spec-kit-check.yml	005
.github/workflows/strict-pass-freshness-report.yml	005
.skilled/bin/check-git-hooks.sh	005
.skilled/bin/check-no-spec-imports.cjs	006
.skilled/bin/install-codex-hooks.mjs	006
.skilled/bin/mcp-code-mode-launcher.cjs	006
.skilled/bin/relink-local-specs.sh	006
.skilled/bin/tests/fixtures/no-spec-import/negative/clean-runtime.cjs	006
.skilled/bin/worktree-session.sh	006
.skilled/hooks/git/install-hooks.sh	005
.skilled/hooks/git/pre-commit	005
.skilled/scripts/check-vendored-fork-provenance.mjs	005
.skilled/scripts/git-hooks/commit-msg	005
.skilled/scripts/git-hooks/lib/autostash-orphan-guard.sh	005
.skilled/scripts/git-hooks/post-commit	005
.skilled/scripts/git-hooks/post-merge	005
.skilled/scripts/git-hooks/post-rewrite	005
.skilled/scripts/git-hooks/pre-commit	005
.skilled/scripts/git-hooks/pre-push	005
.skilled/scripts/git-hooks/prepare-commit-msg	005
.skilled/scripts/git-hooks/tests/README.md	005
.skilled/scripts/git-hooks/tests/autostash-orphan-guard.test.sh	005
.skilled/scripts/git-hooks/tests/commit-msg.test.sh	005
.skilled/scripts/git-hooks/tests/install-git-hooks-worktree-harness.sh	005
.skilled/scripts/git-hooks/tests/pre-commit.test.sh	005
.skilled/scripts/git-hooks/tests/pre-push.test.sh	005
.skilled/scripts/git-hooks/tests/prepare-commit-msg.test.sh	005
.skilled/scripts/install-git-hooks.sh	005
.skilled/scripts/launchagents/README.md	010
.skilled/scripts/launchagents/com.michelkerkmeester.orphan-sweep.plist	010
.skilled/skills/system-deep-loop/deep-improvement/scripts/check-agent-mirror-sync.cjs	005
.skilled/skills/system-deep-loop/deep-improvement/scripts/lib/mirror-sync-verify.cjs	005
.skilled/skills/system-deep-loop/runtime/scripts/check-contract-drift.cjs	005
.skilled/skills/system-skill-advisor/runtime/lib/utils/workspace-root.ts	006
.skilled/skills/system-spec-kit/runtime/cli/core/config.ts	006
.skilled/skills/system-spec-kit/runtime/cli/core/spec-root-canonical-resolver.ts	006
.skilled/skills/system-spec-kit/runtime/cli/core/spec-root-fixtures.ts	006
.skilled/skills/system-spec-kit/runtime/cli/core/spec-root-migration-manifest.ts	006
.skilled/skills/system-spec-kit/runtime/cli/core/spec-root-migration.ts	006
.skilled/skills/system-spec-kit/runtime/cli/core/spec-root-write-guard.ts	006
.skilled/skills/system-spec-kit/shared/workspace/repo-root.mjs	006
PUBLIC-RELEASE.md	010
opencode.json	006
