.skilled/scripts/git-hooks/README.md	20	1	bb5264e2344cfbff	rewrite	folder mention names where the hook scripts live; real tree .skilled
.skilled/scripts/git-hooks/README.md	30	37	907a8d39630c8c49	keep	legacy-layout: gates locate scripts under kept old root through the link
.skilled/scripts/git-hooks/README.md	30	118	907a8d39630c8c49	keep	compat-link: names the tracked .opencode link itself
.skilled/scripts/git-hooks/README.md	85	14	2e646293f6cd3444	keep	legacy-layout: post-commit sources this exact .opencode path on purpose
.skilled/scripts/git-hooks/README.md	85	52	2e646293f6cd3444	keep	legacy-layout: post-commit tests and runs this exact .opencode path
.skilled/scripts/git-hooks/README.md	86	13	ba16ae33d62c67d5	rewrite	no hook uses this path; legacy helper's real file is .skilled/hooks
.skilled/scripts/git-hooks/README.md	86	123	ba16ae33d62c67d5	keep	legacy-layout: pre-commit tests and runs this exact .opencode path
.skilled/scripts/git-hooks/README.md	87	11	a0ddf62c5e75265d	keep	legacy-layout: pre-push sources this exact .opencode path on purpose
.skilled/scripts/git-hooks/README.md	104	89	cfd84f48fd3ab95e	keep	legacy-layout: post-commit runs this .opencode path at runtime
.skilled/scripts/git-hooks/README.md	107	408	ff7a03d4fc319d70	rewrite	alert log path; output now lives under the real .skilled/logs
.skilled/scripts/git-hooks/README.md	143	5	ec5f0fe489fe66d5	rewrite	alert log path; output directory now lives under .skilled/logs
.skilled/scripts/git-hooks/README.md	152	5	cb2f84b6598f41d1	rewrite	entrypoint command; installer real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	153	5	2ba572c51e3a1c8b	rewrite	same installer command; real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	154	5	a40e4a2949dfb93e	rewrite	same installer command; real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	164	8	f996b53b8d9b5d17	rewrite	validation command; hook source's real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	165	8	86a1c77563261e84	rewrite	validation command; hook source's real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	166	8	8211c526070e64d7	rewrite	validation command; hook source's real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	167	8	1614540211c7879f	rewrite	validation command; hook source's real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	168	8	cc4ec4e27b2ba0a3	rewrite	validation command; hook source's real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	169	8	f6144205aae616fd	rewrite	validation command; hook source's real file is .skilled/scripts
.skilled/scripts/git-hooks/README.md	170	8	bf76613a21662367	keep	legacy-layout: hooks test and source this exact .opencode library path
.skilled/scripts/git-hooks/lib/README.md	27	198	66a707f2f0eb8d39	rewrite	alert log path; output now lives under the real .skilled/logs
.skilled/scripts/git-hooks/lib/README.md	50	8	bf76613a21662367	keep	legacy-layout: hooks test and source this exact .opencode library path
.skilled/scripts/git-hooks/lib/README.md	51	8	21caee260102a4cd	keep	legacy-layout: pre-push tests and sources this exact .opencode path
.skilled/scripts/git-hooks/lib/README.md	57	5	269c51028dc237a7	rewrite	harness recipe; test file's real path is .skilled/scripts
