.skilled/skills/sk-doc/scripts/tests/test_extract_structure_regressions.py	44	22	ba480166f7dfde39	external: absolute /tmp fixture path, not this repository's tree
.skilled/skills/sk-doc/scripts/tests/test_quick_validate_086.py	6	17	365d9f79534d6213	opencode-view: runtime scanners discover skills in their own .opencode/skills
.skilled/skills/sk-doc/shared/scripts/check_no_new_snake_case.py	200	44	b00272b1a19c2ccd	compat-link: .opencode/specs alias guard; the specs target stays keep
.skilled/skills/sk-doc/shared/scripts/reference_checker_extractors.py	84	23	63c0a1d71dbe71d8	dual-root-needed: literal-path matcher must also accept .skilled literals
.skilled/skills/sk-doc/shared/scripts/validate_document.py	1100	66	17e465dbba969389	compat-link: rule detects the kept .opencode/specs alias reference spelling
.skilled/skills/sk-doc/shared/scripts/validate_document.py	1222	5	779d5acbef142b6a	opencode-view: states what OpenCode enforces for agents under .opencode/agents
.skilled/skills/sk-doc/shared/scripts/validate_document.py	1231	20	3ede57b0387408bb	dual-root-needed: path test must accept .skilled/agents files too
.skilled/skills/sk-doc/shared/scripts/validate_document.py	1288	44	eddc7177ea2bc7b2	opencode-view: message labels an OpenCode agent file by its runtime dir
.skilled/skills/sk-doc/shared/scripts/validate_document.py	1295	44	a49674731f04c86d	opencode-view: message names the runtime dir OpenCode reads agents from
.skilled/skills/sk-doc/sk-create-feature-catalog/scripts/validate_catalog_package.py	107	47	275cfeeb846f6a68	dual-root-needed: token matcher must also match .skilled path tokens
.skilled/skills/sk-doc/sk-create-feature-catalog/scripts/validate_catalog_package.py	488	27	b0aa15c2338199c4	dual-root-needed: repo-relative prefix allowlist needs the .skilled prefix
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	97	18	667e52017756d7c8	dual-root-needed: path-hint list needs the .skilled/ prefix too
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	272	52	cb7d70ce018cbbf7	compat-link: guard excludes the kept .opencode/specs alias subtree
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	426	25	fe1ad6e26fc233ab	dual-root-needed: path recognizer must accept .skilled/ references too
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	429	30	f90e5a7e424092eb	dual-root-needed: root-absolute check must accept /.skilled/ references too
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	447	41	10bdd99df4a19e10	dual-root-needed: inline-code path recognizer needs the .skilled/ prefix
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	455	41	10bdd99df4a19e10	dual-root-needed: tree-line path recognizer needs the .skilled/ prefix
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	462	33	94dc7426bfdc41ab	dual-root-needed: inline-code guard needs the .skilled/ prefix too
.skilled/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py	577	52	cb7d70ce018cbbf7	compat-link: guard excludes the kept .opencode/specs alias subtree
.skilled/skills/sk-doc/sk-create-readme/scripts/check_readme_references.py	49	5	b3df6dc8d28f47f0	dual-root-needed: root-prefix list needs the .skilled/ prefix too
.skilled/skills/sk-doc/sk-create-readme/scripts/check_readme_references.py	103	50	42da284723d2cb41	dual-root-needed: path-likeness check needs the .skilled/ root prefix
