specs/sk-design/011-sk-design-styles-utilization/003-global-modes-utilization/research/lineages/sol/.reducer-spec/research	..	no	no	specs/sk-design/011-sk-design-styles-utilization/003-global-modes-utilization/research/lineages/sol
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/accessibility	../../.agents/skills/accessibility	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/accessibility
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/animation-vocabulary	../../.agents/skills/animation-vocabulary	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/animation-vocabulary
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/composition-patterns	../../.agents/skills/composition-patterns	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/composition-patterns
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/copywriting	../../.agents/skills/copywriting	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/copywriting
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/emil-design-eng	../../.agents/skills/emil-design-eng	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/emil-design-eng
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/frontend-design	../../.agents/skills/frontend-design	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/frontend-design
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/hallmark	../../.agents/skills/hallmark	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/hallmark
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/improve	../../.agents/skills/improve	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/improve
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/nodejs-backend-patterns	../../.agents/skills/nodejs-backend-patterns	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/nodejs-backend-patterns
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/nodejs-best-practices	../../.agents/skills/nodejs-best-practices	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/nodejs-best-practices
specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/react-best-practices	../../.agents/skills/react-best-practices	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/react-best-practices
