.pi/extensions/completion-evidence.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts
.pi/extensions/dispatch-audit.ts	../../.opencode/hooks/dispatch/pi/dispatch-audit.ts	yes	no	.opencode/hooks/dispatch/pi/dispatch-audit.ts
.pi/extensions/dispatch-preflight-lint.ts	../../.opencode/hooks/dispatch/pi/dispatch-preflight-lint.ts	yes	no	.opencode/hooks/dispatch/pi/dispatch-preflight-lint.ts
.pi/extensions/git-preflight-advisory.ts	../../.opencode/skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts	yes	no	.opencode/skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts
.pi/extensions/goal-context.ts	../../.opencode/hooks/goal/pi/goal-context.ts	yes	no	.opencode/hooks/goal/pi/goal-context.ts
.pi/extensions/lib/claude-hook-adapter.ts	../../../.opencode/skills/system-spec-kit/runtime/hooks/pi/lib/claude-hook-adapter.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/lib/claude-hook-adapter.ts
.pi/extensions/mcp-route-guard.ts	../../.opencode/hooks/mcp-route-guard/pi/mcp-route-guard.ts	yes	no	.opencode/hooks/mcp-route-guard/pi/mcp-route-guard.ts
.pi/extensions/post-edit-quality.ts	../../.opencode/hooks/post-edit-quality/pi/post-edit-quality.ts	yes	no	.opencode/hooks/post-edit-quality/pi/post-edit-quality.ts
.pi/extensions/prompt-advisor.ts	../../.opencode/skills/system-skill-advisor/hooks/pi/prompt-advisor.ts	yes	no	.opencode/skills/system-skill-advisor/hooks/pi/prompt-advisor.ts
.pi/extensions/session-compact-context.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-compact-context.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-compact-context.ts
.pi/extensions/session-start-advisories.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-advisories.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-advisories.ts
.pi/extensions/session-start-context.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-context.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-context.ts
.pi/extensions/session-stop-context.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-stop-context.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-stop-context.ts
.pi/extensions/sk-vision.ts	../../.opencode/skills/sk-vision/hooks/pi/sk-vision.ts	yes	no	.opencode/skills/sk-vision/hooks/pi/sk-vision.ts
.pi/extensions/spec-gate-classify.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-classify.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-classify.ts
.pi/extensions/spec-gate-enforce.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-enforce.ts	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-enforce.ts
.pi/extensions/task-dispatch-guard.ts	../../.opencode/hooks/task-dispatch/pi/task-dispatch-guard.ts	yes	no	.opencode/hooks/task-dispatch/pi/task-dispatch-guard.ts
.pi/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-pi/manual-testing-playbook	yes	no	.opencode/skills/cli-external-orchestration/cli-pi/manual-testing-playbook
.pi/skills	../.opencode/skills	yes	no	.opencode/skills
