.opencode/changelog/cli-external-orchestration/cli-claude-code	../../skills/cli-external-orchestration/cli-claude-code/changelog	yes	no	.opencode/skills/cli-external-orchestration/cli-claude-code/changelog
.opencode/changelog/cli-external-orchestration/cli-codex	../../skills/cli-external-orchestration/cli-codex/changelog	yes	no	.opencode/skills/cli-external-orchestration/cli-codex/changelog
.opencode/changelog/cli-external-orchestration/cli-opencode	../../skills/cli-external-orchestration/cli-opencode/changelog	yes	no	.opencode/skills/cli-external-orchestration/cli-opencode/changelog
.opencode/changelog/cli-external-orchestration/parent	../../skills/cli-external-orchestration/changelog	yes	no	.opencode/skills/cli-external-orchestration/changelog
.opencode/changelog/mcp-code-mode	../skills/mcp-code-mode/changelog	yes	no	.opencode/skills/mcp-code-mode/changelog
.opencode/changelog/mcp-tooling/mcp-aside-devtools	../../skills/mcp-tooling/mcp-aside-devtools/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-aside-devtools/changelog
.opencode/changelog/mcp-tooling/mcp-chrome-devtools	../../skills/mcp-tooling/mcp-chrome-devtools/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-chrome-devtools/changelog
.opencode/changelog/mcp-tooling/mcp-click-up	../../skills/mcp-tooling/mcp-click-up/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-click-up/changelog
.opencode/changelog/mcp-tooling/mcp-figma	../../skills/mcp-tooling/mcp-figma/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-figma/changelog
.opencode/changelog/mcp-tooling/mcp-magicpath	../../skills/mcp-tooling/mcp-magicpath/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-magicpath/changelog
.opencode/changelog/mcp-tooling/mcp-mobbin	../../skills/mcp-tooling/mcp-mobbin/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-mobbin/changelog
.opencode/changelog/mcp-tooling/mcp-notion	../../skills/mcp-tooling/mcp-notion/changelog	yes	no	.opencode/skills/mcp-tooling/mcp-notion/changelog
