.cursor/agents/ai-council.md	../../.claude/agents/ai-council.md	no	no	.claude/agents/ai-council.md
.cursor/agents/code.md	../../.claude/agents/code.md	no	no	.claude/agents/code.md
.cursor/agents/context.md	../../.claude/agents/context.md	no	no	.claude/agents/context.md
.cursor/agents/debug.md	../../.claude/agents/debug.md	no	no	.claude/agents/debug.md
.cursor/agents/deep-improvement.md	../../.claude/agents/deep-improvement.md	no	no	.claude/agents/deep-improvement.md
.cursor/agents/deep-research.md	../../.claude/agents/deep-research.md	no	no	.claude/agents/deep-research.md
.cursor/agents/deep-review.md	../../.claude/agents/deep-review.md	no	no	.claude/agents/deep-review.md
.cursor/agents/design.md	../../.claude/agents/design.md	no	no	.claude/agents/design.md
.cursor/agents/markdown.md	../../.claude/agents/markdown.md	no	no	.claude/agents/markdown.md
.cursor/agents/orchestrate.md	../../.claude/agents/orchestrate.md	no	no	.claude/agents/orchestrate.md
.cursor/agents/prompt-improver.md	../../.claude/agents/prompt-improver.md	no	no	.claude/agents/prompt-improver.md
.cursor/agents/review.md	../../.claude/agents/review.md	no	no	.claude/agents/review.md
.cursor/commands/agent-router.md	../../.opencode/commands/agent-router.md	yes	no	.opencode/commands/agent-router.md
.cursor/commands/create-agent.md	../../.opencode/commands/create/agent.md	yes	no	.opencode/commands/create/agent.md
.cursor/commands/create-benchmark.md	../../.opencode/commands/create/benchmark.md	yes	no	.opencode/commands/create/benchmark.md
.cursor/commands/create-changelog.md	../../.opencode/commands/create/changelog.md	yes	no	.opencode/commands/create/changelog.md
.cursor/commands/create-command.md	../../.opencode/commands/create/command.md	yes	no	.opencode/commands/create/command.md
.cursor/commands/create-diff.md	../../.opencode/commands/create/diff.md	yes	no	.opencode/commands/create/diff.md
.cursor/commands/create-feature-catalog.md	../../.opencode/commands/create/feature-catalog.md	yes	no	.opencode/commands/create/feature-catalog.md
.cursor/commands/create-manual-testing-playbook.md	../../.opencode/commands/create/manual-testing-playbook.md	yes	no	.opencode/commands/create/manual-testing-playbook.md
.cursor/commands/create-readme.md	../../.opencode/commands/create/readme.md	yes	no	.opencode/commands/create/readme.md
.cursor/commands/create-repo-rule.md	../../.opencode/commands/create/repo-rule.md	yes	no	.opencode/commands/create/repo-rule.md
.cursor/commands/create-skill-parent.md	../../.opencode/commands/create/skill-parent.md	yes	no	.opencode/commands/create/skill-parent.md
.cursor/commands/create-skill.md	../../.opencode/commands/create/skill.md	yes	no	.opencode/commands/create/skill.md
.cursor/commands/create-with-human-voice.md	../../.opencode/commands/create/with-human-voice.md	yes	no	.opencode/commands/create/with-human-voice.md
.cursor/commands/deep-agent-improvement.md	../../.opencode/commands/deep/agent-improvement.md	yes	no	.opencode/commands/deep/agent-improvement.md
.cursor/commands/deep-ai-council.md	../../.opencode/commands/deep/ai-council.md	yes	no	.opencode/commands/deep/ai-council.md
.cursor/commands/deep-model-benchmark.md	../../.opencode/commands/deep/model-benchmark.md	yes	no	.opencode/commands/deep/model-benchmark.md
.cursor/commands/deep-research.md	../../.opencode/commands/deep/research.md	yes	no	.opencode/commands/deep/research.md
.cursor/commands/deep-review.md	../../.opencode/commands/deep/review.md	yes	no	.opencode/commands/deep/review.md
.cursor/commands/design-chart.md	../../.opencode/commands/design/chart.md	yes	no	.opencode/commands/design/chart.md
.cursor/commands/design-diagram.md	../../.opencode/commands/design/diagram.md	yes	no	.opencode/commands/design/diagram.md
.cursor/commands/design-extract.md	../../.opencode/commands/design/extract.md	yes	no	.opencode/commands/design/extract.md
.cursor/commands/doctor-mcp.md	../../.opencode/commands/doctor/mcp.md	yes	no	.opencode/commands/doctor/mcp.md
.cursor/commands/doctor-speckit.md	../../.opencode/commands/doctor/speckit.md	yes	no	.opencode/commands/doctor/speckit.md
.cursor/commands/doctor-update.md	../../.opencode/commands/doctor/update.md	yes	no	.opencode/commands/doctor/update.md
.cursor/commands/prompt-improve.md	../../.opencode/commands/prompt/improve.md	yes	no	.opencode/commands/prompt/improve.md
